carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
3.2790494480756633,5.680113073784974,0.9578772112206548,0.4183743115237444,9.92465396017452,4.736762620714914,0.3050660721485206,0.6436385448916406,1.8570155531029895,0.8868881005919714,3.71863050244e-05,0.2847673236046337,1.1816807475142028,2.209145694652452,0.9730319582334812,208.932864,75.948032,11.841536,424.8576,109.264896,338.2272,39.325696,10.36288,297.63584,91.844608,2.912256,298.745856,15.187968,41.709568,36.0,20.0,56.0,2.0,2.0,2.0,2.0,28.0,0.0202681388012618,0.0046878048780487,0.062773631840796,0.0238902714932126,0.0043314121037463,0.0046,0.0048478260869565,0.0046847157502329
3.8795753884060105,5.680113073784974,0.9578772112206548,0.4183743115237444,9.92465396017452,4.736762620714914,0.2993842072320695,0.6436385448916406,1.474436461073776,1.0391968292006162,3.71863050244e-05,0.2847673236046337,1.1816807475142028,2.165167061510348,0.9730319582334812,208.932864,75.948032,11.841536,424.8576,109.264896,338.2272,39.325696,10.36288,297.63584,91.844608,2.912256,298.745856,15.187968,41.709568,32.0,18.0,52.0,20.0,16.0,2.0,14.0,114.0,0.0202681661171169,0.0046878100704969,0.062773631840796,0.0238902793666906,0.0043314121037463,0.0046,0.0048478260869565,0.004685403020156
3.305430560716824,4.710304767849612,0.9578772112206548,0.4183743115237444,9.92465396017452,4.736762620714914,0.2993842072320695,0.6502106513196043,1.474436461073776,1.0391968292006162,5.42191795031e-05,0.2847673236046337,1.1816807475142028,2.1211884283682436,0.8151169800118393,208.932864,75.948032,11.841536,424.8576,109.264896,338.2272,39.325696,10.366976,297.63584,91.844608,2.912256,298.745856,15.187968,41.709568,24.0,12.0,38.0,8.0,6.0,2.0,6.0,46.0,0.0202681388012618,0.0046878048780487,0.062773631840796,0.0238902714932126,0.0043314121037463,0.0046,0.0048478260869565,0.0046825382121352
3.240770970910057,5.80499847323601,0.9578772112206548,0.4183743115237444,9.83009305918151,4.736762620714914,0.2993842072320695,0.6502106513196043,1.474436461073776,1.0391968292006162,5.42191795031e-05,0.2847673236046337,1.1816807475142028,2.627154531961213,0.7988997807079479,208.932864,76.152832,11.841536,424.8576,108.433408,338.2272,39.325696,10.366976,297.63584,91.844608,2.912256,298.745856,15.204352,41.709568,32.0,12.0,40.0,8.0,6.0,2.0,6.0,64.0,0.0202681388012618,0.0046878048780487,0.062773631840796,0.0238902714932126,0.0043314121037463,0.0046,0.0048478260869565,0.0046825382121352
4.31242587557801,5.80499847323601,0.9578772112206548,0.4183743115237444,9.83009305918151,4.736762620714914,0.2993842072320695,0.6502106513196043,1.474436461073776,1.0391968292006162,5.42191795031e-05,0.2847673236046337,1.171666788181119,2.627154531961213,0.7826825814040567,213.594112,76.152832,11.841536,424.8576,108.433408,338.2272,39.325696,10.366976,297.63584,91.844608,2.912256,298.745856,15.204352,41.709568,26.0,18.0,58.0,6.0,2.0,2.0,2.0,34.0,0.0203678629690048,0.0046752136752136,0.0634197530864197,0.0238893905191873,0.0043333333333333,0.0046,0.0048548094373865,0.0046799629801018
4.31242587557801,5.80499847323601,0.9578772112206548,0.3568866587966502,9.83009305918151,4.736762620714914,0.296634005491677,0.6502106513196043,1.2342077571680763,1.0391968292006162,5.42191795031e-05,0.2847673236046337,1.171666788181119,2.627154531961213,0.9992630271161986,213.594112,76.152832,11.841536,424.8576,108.433408,338.2272,39.354368,10.366976,297.63584,91.844608,2.912256,298.745856,15.204352,41.938944,22.0,12.0,38.0,4.0,2.0,2.0,2.0,24.0,0.0204080188679245,0.0046752136752136,0.0634197530864197,0.0238893905191873,0.004335632183908,0.0046,0.004855009802928,0.0046799629801018
4.31242587557801,5.80499847323601,0.9578772112206548,0.3640918808861549,9.83009305918151,4.736762620714914,0.296634005491677,0.6502106513196043,1.2096338161501805,0.9971785960600924,5.42191795031e-05,0.2847673236046337,1.171666788181119,2.627154531961213,0.9992630271161986,213.594112,76.152832,11.841536,424.8576,108.433408,338.2272,39.354368,10.366976,297.63584,91.8528,2.912256,298.745856,15.204352,41.938944,40.0,18.0,36.0,6.0,6.0,2.0,6.0,66.0,0.0204080188679245,0.0046752136752136,0.0634197530864197,0.0238893905191873,0.004335632183908,0.0046,0.004855009802928,0.0046823357664233
4.31242587557801,5.80499847323601,0.9578772112206548,0.3712971029756597,9.881112263886552,4.0599422438367085,0.296634005491677,0.6502106513196043,1.802438080576352,0.9971785960600924,5.42191795031e-05,0.2847673236046337,1.171666788181119,2.627154531961213,0.9992630271161986,213.594112,76.152832,11.841536,424.8576,108.433408,338.034688,39.354368,10.366976,297.644032,91.8528,2.912256,298.745856,15.204352,41.938944,34.0,18.0,60.0,8.0,10.0,2.0,10.0,76.0,0.0204080188679245,0.0046752136752136,0.0634197530864197,0.0238893905191873,0.004335632183908,0.0046,0.004855009802928,0.0046791578947368
4.31242587557801,5.80499847323601,0.9633496301886784,0.432313325370282,9.881112263886552,4.0599422438367085,0.296634005491677,0.6502106513196043,1.802438080576352,0.9971785960600924,5.42191795031e-05,0.2847673236046337,1.171666788181119,2.627154531961213,0.9992630271161986,213.594112,76.152832,11.85792,424.8576,108.433408,338.034688,39.354368,10.366976,297.644032,91.8528,2.912256,298.745856,15.204352,41.938944,34.0,20.0,50.0,10.0,6.0,2.0,6.0,72.0,0.0204080188679245,0.0046752136752136,0.0634197530864197,0.0238893905191873,0.004335632183908,0.0046,0.004855009802928,0.0046791578947368
4.31242587557801,5.80499847323601,0.9633496301886784,0.432313325370282,9.881112263886552,4.509921492623672,0.296634005491677,0.6502106513196043,1.802438080576352,0.9971785960600924,5.42191795031e-05,0.2847673236046337,1.171666788181119,2.627154531961213,0.9992630271161986,213.594112,76.152832,11.85792,424.8576,108.433408,338.034688,39.354368,10.366976,297.644032,91.8528,2.912256,298.745856,15.204352,41.938944,38.0,18.0,50.0,12.0,10.0,2.0,10.0,76.0,0.0213120860927152,0.0046823641563393,0.0664530892448513,0.0241758620689655,0.0043471264367816,0.0046,0.004848000727754,0.0046789731621937
