carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
4.269327406907186,5.77506728530454,0.9595892937752452,0.4108487536390102,9.298214378557878,4.550735448913353,0.2795974117716895,0.6259428037488495,1.6028965485180358,1.0467893524358765,5.79058569182e-05,0.2992481985286415,1.5456241391739811,3.2095612128172712,1.2763060742574264,211.206144,77.94688,11.32544,110.34624,328.159232,39.481344,10.186752,295.067648,89.042944,2.916352,297.857024,16.891904,42.139648,38.0,24.0,58.0,6.0,8.0,2.0,8.0,88.0,0.0200700325732899,0.0046606173994387,0.0670689655172414,0.023520874751491,0.0042440476190476,0.0046,0.0048673434856175,0.0072015738498789
4.269327406907186,5.77506728530454,0.9595892937752452,0.4108487536390102,9.298214378557878,4.550735448913353,0.2795974117716895,0.6259428037488495,1.6028965485180358,1.0467893524358765,5.79058569182e-05,0.2926953871705683,1.563474112749937,3.2095612128172712,1.2763060742574264,211.206144,77.94688,11.32544,110.34624,328.159232,39.481344,10.186752,295.067648,89.042944,2.916352,297.857024,16.891904,42.139648,17.905,10.0,36.0,6.0,6.0,2.0,6.0,42.0,0.0200700550058137,0.0046606173994387,0.0670689655172414,0.023520874751491,0.0042440476190476,0.0046,0.0048673434856175,0.0072015738498789
4.269327406907186,4.860658050682673,0.9323957656828376,0.4108487536390102,9.298214378557878,4.550735448913353,0.2320926465224638,0.6219247636188495,1.6028965485180358,1.0467893524358765,5.79058569182e-05,0.2926953871705683,1.563474112749937,3.2095612128172712,1.2763060742574264,211.206144,77.94688,11.206656,110.34624,328.159232,39.481344,10.186752,295.067648,89.042944,2.916352,297.857024,16.891904,42.139648,12.0,8.0,30.0,4.0,4.0,2.0,4.0,24.0,0.0200700325732899,0.0046606173994387,0.0670689655172414,0.023520874751491,0.0042440476190476,0.0046,0.0048673434856175,0.0072015738498789
4.269327406907186,4.9588784620145345,0.9323957656828376,0.4088243367543427,9.298214378557878,4.550735448913353,0.2274326896596023,0.6219247636188495,1.6028965485180358,0.9865444212228156,5.79058569182e-05,0.2926953871705683,1.563474112749937,3.2095612128172712,1.2763060742574264,211.206144,77.94688,11.206656,110.34624,328.159232,39.481344,10.186752,295.067648,89.038848,2.916352,297.857024,16.891904,42.139648,36.0,10.0,60.0,6.0,8.0,2.0,8.0,88.0,0.0201158833063209,0.0046607310215557,0.0670689655172414,0.0234939879759519,0.0042544378698224,0.0046,0.0048696245733788,0.0071936662606577
4.269327406907186,5.893224679911702,0.9323957656828376,0.4088243367543427,9.298214378557878,4.550735448913353,0.2841948675435001,0.6219247636188495,1.6028965485180358,0.9865444212228156,4.56437963554e-05,0.2926953871705683,1.563474112749937,3.2095612128172712,1.0924400030820411,211.206144,77.94688,11.206656,110.34624,328.159232,39.58784,10.186752,295.067648,89.038848,2.916352,297.857024,16.891904,42.139648,34.0,18.0,60.0,10.0,10.0,2.0,10.0,70.0,0.0202414634146341,0.0046642857142857,0.0666703296703296,0.0235215163934426,0.0042615384615384,0.0046,0.0048942608695652,0.0071160151324085
4.269327406907186,5.893224679911702,0.9323957656828376,0.4088243367543427,9.298214378557878,4.550735448913353,0.2841948675435001,0.6219247636188495,1.7863393222619508,0.9865444212228156,4.56437963554e-05,0.2926953871705683,1.563474112749937,3.2095612128172712,1.0711682351777507,211.206144,77.94688,11.206656,110.34624,328.159232,39.58784,10.186752,295.305216,89.038848,2.916352,297.857024,16.891904,42.139648,46.0,22.0,60.0,8.0,8.0,2.0,8.0,56.0,0.0202417999591917,0.0046642846410874,0.0666703296703297,0.0235216438964085,0.0042614074468718,0.0046,0.0048942827567168,0.0070701389229753
4.269327406907186,4.977835001401584,0.9323957656828376,0.4088243367543427,9.298214378557878,4.550735448913353,0.2841948675435001,0.6219247636188495,1.7863393222619508,0.9865444212228156,4.56437963554e-05,0.2926953871705683,1.563474112749937,2.732878964579213,1.2502464534366338,211.206144,77.94688,11.206656,110.34624,328.159232,39.58784,10.186752,295.305216,89.038848,2.916352,297.857024,16.891904,42.418176,36.092,21.514,58.0,6.008,6.004,2.004,6.591,42.0,0.0202412925579452,0.0046642699664284,0.0666703296703296,0.0235214597428063,0.0042609298967505,0.0046,0.0048941267462437,0.0070700308402087
3.651318546271776,5.725532896480952,0.9323957656828376,0.4088243367543427,9.251112218927604,4.550735448913353,0.2841948675435001,0.6219247636188495,1.7863393222619508,0.9865444212228156,4.56437963554e-05,0.2817749772465263,1.563474112749937,3.1605860469036404,1.2502464534366338,211.206144,78.180352,11.206656,108.793856,328.159232,39.58784,10.186752,295.305216,89.038848,3.047424,297.857024,16.904192,42.418176,34.778,20.969,56.054,6.242,6.376,2.0,6.0,59.695,0.020241208298227,0.0046642857142857,0.0666703296703296,0.0235215163934426,0.0042615384615384,0.0046,0.0048942608695652,0.007069908016784
3.580163089489989,5.725532896480952,0.9323957656828376,0.4088243367543427,9.251112218927604,4.294599716885761,0.2841948675435001,0.6219247636188495,1.5279275221877906,0.9865444212228156,4.56437963554e-05,0.2817749772465263,2.0841326125613446,3.1605860469036404,1.2502464534366338,211.206144,78.180352,11.206656,108.793856,328.159232,39.58784,10.186752,295.305216,89.038848,3.047424,297.893888,16.904192,42.418176,38.0,22.0,50.0,10.0,10.0,2.0,12.0,102.0,0.0211400966183574,0.0046703910614525,0.0666703296703296,0.0237773109243697,0.0042607142857142,0.0046,0.0048958041958041,0.0070586701434159
8.667358944793234,5.725532896480952,0.9323957656828376,0.4088243367543427,9.251112218927604,4.378553224727412,0.2841948675435001,0.5374760185633488,1.7862430805698677,0.9865444212228156,4.56437963554e-05,0.2817749772465263,2.0841326125613446,3.1605860469036404,1.249828200525099,215.867392,78.180352,11.206656,108.793856,328.159232,39.58784,10.186752,295.305216,89.038848,3.047424,297.893888,16.904192,42.418176,16.0,16.0,40.0,6.0,6.0,2.0,6.0,56.0,0.0218215434083601,0.0046765957446808,0.0680972515856237,0.024016129032258,0.0042620895522388,0.0046,0.0048978873239436,0.0070669700910273
