adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_load,cartservice_load,checkoutservice_load,currencyservice_load,emailservice_load,frontend_load,frontend-external_load,paymentservice_load,productcatalogservice_load,recommendationservice_load,shippingservice_load,adservice_latency,cartservice_latency,checkoutservice_latency,currencyservice_latency,frontend_latency,paymentservice_latency,productcatalogservice_latency,recommendationservice_latency,shippingservice_latency,time.1
1.8326591681826196,6.974457053754278,1.599790070153721,8.936022355587152,0.8933732528725113,19.532241004424066,8.082206366376592,0.4136527341585056,12.02299866936965,7.09454209490476,0.6181407306564529,1.527390128221796,94.171136,53.018624,11.440128,38.813696,42.1888,17.666048,71.467008,35.586048,9.207808,46.977024,2.961408,9.498624,68.0,88.0,4.0,292.0,2.0,58.0,58.0,2.0,570.0,64.0,28.0,0.0046142372881355,0.0048692082111436,0.0489722222222222,0.0047065802703608,0.2300629139072847,0.0046,0.0048424740703263,0.0093815789473684,0.0046301075268817,1685202088
1.8326591681826196,6.974457053754278,1.5997900701537209,8.936022355587152,0.8933732528725113,19.532241004424066,8.082206366376592,0.4136527341585056,12.08452387838978,7.09454209490476,0.6181407306564529,1.527390128221796,94.171136,53.018624,11.440128,38.813696,42.1888,17.666048,71.467008,35.586048,9.44128,46.977024,2.961408,9.498624,78.0,96.0,4.0,270.0,4.0,46.0,46.0,4.0,522.0,76.0,20.0,0.0046142372881355,0.0048692082111436,0.0489722222222222,0.0047065802703608,0.2293227478937135,0.0046,0.0048424740703263,0.0093815789473684,0.0046301075268817,1685202089
1.8326591681826196,7.044126335939928,1.542741924005571,8.936022355587152,0.8933732528725113,19.532241004424066,8.165072392848764,0.4136527341585056,12.08452387838978,7.09454209490476,0.6181407306564529,1.5353641699695164,94.171136,52.965376,11.440128,38.813696,42.1888,17.666048,71.471104,35.586048,9.44128,46.977024,2.961408,9.498624,40.0,96.0,4.0,356.0,2.0,44.0,48.0,2.0,446.0,64.0,22.0,0.0046142372881355,0.0048707964601769,0.0489722222222222,0.0047060959211116,0.2293227478937135,0.0046,0.0048427965296687,0.0093815789473684,0.004630694275274,1685202090
1.8326591681826196,7.044126335939928,1.542741924005571,8.936022355587152,0.8933732528725113,19.532241004424066,8.165072392848764,0.4136527341585056,12.05459471041952,7.09454209490476,0.6181407306564529,1.5353641699695164,94.171136,52.965376,11.440128,38.813696,42.1888,17.666048,71.471104,35.586048,9.44128,46.977024,2.961408,9.498624,56.0,76.0,2.0,330.0,0.0,46.0,46.0,2.0,464.0,58.0,26.0,0.0046155844155844,0.0048794717887154,0.0488253012048192,0.0047081373876646,0.2293227478937135,0.0046,0.0048413079019073,0.0094089805825242,0.0046275510204081,1685202091
1.8326591681826196,7.044126335939928,1.542741924005571,8.80495868500063,0.8933732528725113,19.532241004424066,8.165072392848764,0.4136527341585056,12.05459471041952,7.09454209490476,0.6174567416727472,1.5353641699695164,94.171136,52.965376,11.440128,42.02496,42.1888,17.666048,71.471104,35.586048,9.44128,46.977024,3.096576,9.498624,94.0,148.0,6.0,528.0,6.0,60.0,60.0,6.0,726.0,92.0,44.0,0.0046224235560588,0.0048665193370165,0.0487087912087912,0.0047013285296104,0.2293227478937135,0.0046,0.0048328461538461,0.0093917293233082,0.0046259927797833,1685202092
1.8326591681826196,7.044126335939928,1.542741924005571,8.80495868500063,0.8933732528725113,19.532241004424066,8.165072392848764,0.4519070142098976,12.05459471041952,7.09454209490476,0.6174567416727472,1.5353641699695164,94.171136,52.965376,11.440128,42.02496,42.1888,17.666048,71.471104,35.835904,9.44128,46.977024,3.096576,9.498624,48.0,96.0,0.0,272.0,0.0,38.0,38.0,0.0,520.0,76.0,24.0,0.0046224235560588,0.0048665193370165,0.0487087912087912,0.0047013285296104,0.2293227478937135,0.0046,0.0048303068729393,0.0093917293233082,0.0046259927797833,1685202093
1.8326591681826196,7.044126335939928,1.542741924005571,8.689903968763032,0.9512540245406008,19.532241004424066,8.165072392848764,0.4697427763791298,12.05459471041952,7.09454209490476,0.6174567416727472,1.5353641699695164,94.171136,52.965376,11.440128,42.02496,42.1888,17.666048,71.471104,35.835904,9.44128,46.977024,3.096576,9.498624,62.0,80.0,4.0,324.0,2.0,48.0,48.0,2.0,500.0,60.0,14.0,0.0046224235560588,0.0048665193370165,0.0487087912087912,0.0047013285296104,0.2300562541363335,0.0046,0.0048303068729393,0.0093917293233082,0.0046259927797833,1685202094
1.8326591681826196,7.187696700932883,1.542741924005571,8.689903968763032,0.9512540245406008,19.532241004424066,8.165072392848764,0.4697427763791298,12.05459471041952,7.09454209490476,0.6174567416727472,1.5353641699695164,94.171136,52.965376,11.440128,42.02496,42.1888,17.666048,71.471104,35.835904,9.44128,46.977024,3.096576,9.498624,50.0,94.0,4.0,290.0,4.0,46.0,46.0,6.0,512.0,74.0,34.0,0.0046224235560588,0.0048674054296361,0.0487087912087912,0.0047015686388258,0.2300562541363335,0.0046,0.0048305405833326,0.0093917293233082,0.0046263090847299,1685202095
1.8326591681826196,7.187696700932883,1.542741924005571,8.689903968763032,0.9512540245406008,16.604737871435983,8.165072392848764,0.4697427763791298,12.05459471041952,7.09454209490476,0.6174567416727472,1.5353641699695164,94.171136,52.965376,11.440128,42.02496,42.1888,17.666048,71.471104,35.835904,9.44128,46.977024,3.096576,9.498624,68.0,112.0,6.0,404.0,8.0,54.0,54.0,8.0,592.0,80.0,36.0,0.0046220858895705,0.0048719681908548,0.0487941176470588,0.004703647675979,0.2300562541363335,0.0046,0.0048331288343558,0.0093926809210526,0.0046274809160305,1685202096
1.8326591681826196,7.187696700932883,1.542741924005571,8.689903968763032,0.9512540245406008,16.27920052136225,8.165072392848764,0.4697427763791298,12.05459471041952,7.09454209490476,0.6174567416727472,1.5353641699695164,94.171136,52.965376,11.440128,42.02496,42.1888,17.666048,71.471104,35.835904,9.44128,46.977024,3.096576,9.498624,62.0,112.0,10.0,388.0,8.0,62.0,62.0,6.0,530.0,78.0,30.0,0.0046202474690663,0.0048673984632272,0.0486340206185567,0.0047144322997992,0.2300562541363335,0.0046,0.004836247116124,0.0093841786525359,0.0046257756563245,1685202097
